Question_ID,Question_Text,Clean_Text,Predicted_Subject
2009_1_Q43,"A ball is dropped from a height of 20 m above the surface of water in a lake. The refractive index of water is 4/3. A fish inside the lake, in the line of fall of the ball, is looking at the ball. At an instant, when the ball is 12.8 m above the water surface, the fish sees the speed of ball as [Take g = 10 m/s².] (A) 9 m/s (B) 12 m/s (C) 16 m/s (D) 21.33 m/s",A ball is dropped from a height of m above the surface of water in a lake The refractive index of water is A fish inside the lake in the line of fall of the ball is looking at the ball At an instant when the ball is m above the water surface the fish sees the speed of ball as Take g m s m s m s m s m s,physics
2009_1_Q44,"Look at the drawing given in the figure which has been drawn with ink of uniform line-thickness. The mass of ink used to draw each of the two inner circles, and each of the two line segments is m. The mass of the ink used to draw the outer circle is 6m. The coordinates of the centres of the different parts are: outer circle (0, 0), left inner circle (-a, a), right inner circle (a, a), vertical line (0,0) and horizontal line (0, -a). The y-coordinate of the centre of mass of the ink in this drawing is (A) a/10 (B) a/8 (C) a/12 (D) a/3",Look at the drawing given in the figure which has been drawn with ink of uniform line thickness The mass of ink used to draw each of the two inner circles and each of the two line segments is m The mass of the ink used to draw the outer circle is 6m The coordinates of the centres of the different parts are outer circle left inner circle a a right inner circle a a vertical line and horizontal line a The y coordinate of the centre of mass of the ink in this drawing is a a a a,mathematics
2009_1_Q45,"Two small particles of equal masses start moving in opposite directions from a point A in a horizontal circular orbit. Their tangential velocities are v and 2v, respectively, as shown in the figure. Between collisions, the particles move with constant speeds. After making how many elastic collisions, other than that at A, these two particles will again reach the point A? (A) 4 (B) 3 (C) 2 (D) 1",Two small particles of equal masses start moving in opposite directions from a point A in a horizontal circular orbit Their tangential velocities are v and 2v respectively as shown in the figure Between collisions the particles move with constant speeds After making how many elastic collisions other than that at A these two particles will again reach the point A,physics
2009_1_Q46,"The figure shows certain wire segments joined together to form a coplanar loop. The loop is placed in a perpendicular magnetic field in the direction going into the plane of the figure. The magnitude of the field increases with time. I₁ and I₂ are the currents in the segments ab and cd. Then, (A) I₁ > I₂ (B) I₁ < I₂ (C) I₁ is in the direction ba and I₂ is in the direction cd (D) I₁ is in the direction ab and I₂ is in the direction dc",The figure shows certain wire segments joined together to form a coplanar loop The loop is placed in a perpendicular magnetic field in the direction going into the plane of the figure The magnitude of the field increases with time I and I are the currents in the segments ab and cd Then I I I I I is in the direction ba and I is in the direction cd I is in the direction ab and I is in the direction dc,physics
2009_1_Q47,"A disk of radius a/4 having a uniformly distributed charge 6C is placed in the x-y plane with its centre at (-a/2, 0, 0). A rod of length a carrying a uniformly distributed charge 8C is placed on the x-axis from x = a/4 to x = 5a/4. Two point charges -7C and 3C are placed at (a/4,-a/4,0) and (-3a/4, 3a/4, 0), respectively. Consider a cubical surface formed by six surfaces x = ±a/2, y = ±a/2, z = ±a/2. The electric flux through this cubical surface is (A) -2C/ε₀ (B) 2C/ε₀ (C) 10C/ε₀ (D) 12C/ε₀",A disk of radius a having a uniformly distributed charge 6C is placed in the x y plane with its centre at a A rod of length a carrying a uniformly distributed charge 8C is placed on the x axis from x a to x 5a Two point charges 7C and 3C are placed at a a and 3a 3a respectively Consider a cubical surface formed by six surfaces x a y a z a The electric flux through this cubical surface is 2C 2C 10C 12C,physics
2009_1_Q48,The x-t graph of a particle undergoing simple harmonic motion is shown below. The acceleration of the particle at t = 4/3 s is (A) -√3π²/32 cm/s² (B) -π²/32 cm/s² (C) π²/32 cm/s² (D) √3π²/32 cm/s²,The x t graph of a particle undergoing simple harmonic motion is shown below The acceleration of the particle at t s is cm s cm s cm s cm s,physics
2009_1_Q49,"If the resultant of all the external forces acting on a system of particles is zero, then from an inertial frame, one can surely say that (A) linear momentum of the system does not change in time (B) kinetic energy of the system does not change in time (C) angular momentum of the system does not change in time (D) potential energy of the system does not change in time",If the resultant of all the external forces acting on a system of particles is zero then from an inertial frame one can surely say that linear momentum of the system does not change in time kinetic energy of the system does not change in time angular momentum of the system does not change in time potential energy of the system does not change in time,physics
2009_1_Q50,"A student performed the experiment of determination of focal length of a concave mirror by u-v method using an optical bench of length 1.5 meter. The focal length of the mirror used is 24 cm. The maximum error in the location of the image can be 0.2 cm. The 5 sets of (u, v) values recorded by the student (in cm) are: (42, 56), (48, 48), (60, 40), (66, 33), (78, 39). The data set(s) that cannot come from experiment and is (are) incorrectly recorded, is (are) (A) (42, 56) (B) (48, 48) (C) (66, 33) (D) (78, 39)",A student performed the experiment of determination of focal length of a concave mirror by u v method using an optical bench of length meter The focal length of the mirror used is cm The maximum error in the location of the image can be cm The sets of u v values recorded by the student in cm are The data set s that cannot come from experiment and is are incorrectly recorded is are,physics
2009_1_Q51,"For the circuit shown in the figure I 2 KΩ R1 24 V 6 KΩ R2 RL 1.5 KΩ (A) the current I through the battery is 7.5 mA (B) the potential difference across R₁ is 18 V (C) ratio of powers dissipated in R₁ and R₂ is 3 (D) if R₁ and R₂ are interchanged, magnitude of the power dissipated in R₁ will decrease by a factor of 9",For the circuit shown in the figure I K R1 V K R2 RL K the current I through the battery is mA the potential difference across R is V ratio of powers dissipated in R and R is if R and R are interchanged magnitude of the power dissipated in R will decrease by a factor of,physics
2009_1_Q52,"Cᵥ and Cₚ denote the molar specific heat capacities of a gas at constant volume and constant pressure, respectively. Then (A) Cₚ - Cᵥ is larger for a diatomic ideal gas than for a monoatomic ideal gas (B) Cₚ + Cᵥ is larger for a diatomic ideal gas than for a monoatomic ideal gas (C) Cₚ/Cᵥ is larger for a diatomic ideal gas than for a monoatomic ideal gas (D) Cₚ Cᵥ is larger for a diatomic ideal gas than for a monoatomic ideal gas",C and C denote the molar specific heat capacities of a gas at constant volume and constant pressure respectively Then C C is larger for a diatomic ideal gas than for a monoatomic ideal gas C C is larger for a diatomic ideal gas than for a monoatomic ideal gas C C is larger for a diatomic ideal gas than for a monoatomic ideal gas C C is larger for a diatomic ideal gas than for a monoatomic ideal gas,physics
2009_1_Q53,"Scientists are working hard to develop nuclear fusion reactor. Nuclei of heavy hydrogen, ²₁H, known as deuteron and denoted by D, can be thought of as a candidate for fusion reactor. The D-D reaction is ²₁H + ²₁H → ³₂He + n + energy. In the core of fusion reactor, a gas of heavy hydrogen is fully ionized into deuteron nuclei and electrons. This collection of ²₁H nuclei and electrons is known as plasma. The nuclei move randomly in the reactor core and occasionally come close enough for nuclear fusion to take place. Usually, the temperatures in the reactor core are too high and no material wall can be used to confine the plasma. Special techniques are used which confine the plasma for a time t₀ before the particles fly away from the core. If n is the density (number/volume) of deuterons, the product nt₀ is called Lawson number. In one of the criteria, a reactor is termed successful if Lawson number is greater than 5×10¹⁴ s/cm³. It may be helpful to use the following: Boltzmann constant k = 8.6×10⁻⁵ eV/K; e²/4πε₀ = 1.44×10⁻⁹ eVm. In the core of nuclear fusion reactor, the gas becomes plasma because of (A) strong nuclear force acting between the deuterons (B) Coulomb force acting between the deuterons (C) Coulomb force acting between deuteron-electron pairs (D) the high temperature maintained inside the reactor core",Scientists are working hard to develop nuclear fusion reactor Nuclei of heavy hydrogen H known as deuteron and denoted by D can be thought of as a candidate for fusion reactor The D D reaction is H H He n energy In the core of fusion reactor a gas of heavy hydrogen is fully ionized into deuteron nuclei and electrons This collection of H nuclei and electrons is known as plasma The nuclei move randomly in the reactor core and occasionally come close enough for nuclear fusion to take place Usually the temperatures in the reactor core are too high and no material wall can be used to confine the plasma Special techniques are used which confine the plasma for a time t before the particles fly away from the core If n is the density number volume of deuterons the product nt is called Lawson number In one of the criteria a reactor is termed successful if Lawson number is greater than s cm It may be helpful to use the following Boltzmann constant k eV K e eVm In the core of nuclear fusion reactor the gas becomes plasma because of strong nuclear force acting between the deuterons Coulomb force acting between the deuterons Coulomb force acting between deuteron electron pairs the high temperature maintained inside the reactor core,physics
2009_1_Q54,"Assume that two deuteron nuclei in the core of fusion reactor at temperature T are moving towards each other, each with kinetic energy 1.5 kT, when the separation between them is large enough to neglect Coulomb potential energy. Also neglect any interaction from other particles in the core. The minimum temperature T required for them to reach a separation of 4×10⁻¹⁵ m is in the range (A) 1.0×10⁹ K < T < 2.0×10⁹ K (B) 2.0×10⁹ K < T < 3.0×10⁹ K (C) 3.0×10⁹ K < T < 4.0×10⁹ K (D) 4.0×10⁹ K < T < 5.0×10⁹ K",Assume that two deuteron nuclei in the core of fusion reactor at temperature T are moving towards each other each with kinetic energy kT when the separation between them is large enough to neglect Coulomb potential energy Also neglect any interaction from other particles in the core The minimum temperature T required for them to reach a separation of m is in the range K T K K T K K T K K T K,physics
2009_1_Q55,"Results of calculations for four different designs of a fusion reactor using D-D reaction are given below. Which of these is most promising based on Lawson criterion? (A) deuteron density = 2.0×10¹² cm⁻³, confinement time = 5.0×10⁻³ s (B) deuteron density = 8.0×10¹⁴ cm⁻³, confinement time = 9.0×10⁻¹ s (C) deuteron density = 4.0×10²³ cm⁻³, confinement time = 1.0×10⁻¹¹ s (D) deuteron density = 1.0×10²⁴ cm⁻³, confinement time = 4.0×10⁻¹² s",Results of calculations for four different designs of a fusion reactor using D D reaction are given below Which of these is most promising based on Lawson criterion deuteron density cm confinement time s deuteron density cm confinement time s deuteron density cm confinement time s deuteron density cm confinement time s,physics
2009_1_Q56,"When a particle is restricted to move along x-axis between x = 0 and x = a, where a is of nanometer dimension, its energy can take only certain specific values. The allowed energies of the particle moving in such a restricted region, correspond to the formation of standing waves with nodes at its ends x = 0 and x = a. The wavelength of this standing wave is related to the linear momentum p of the particle according to the de Broglie relation. The energy of the particle of mass m is related to its linear momentum as E = p²/2m. Thus, the energy of the particle can be denoted by a quantum number 'n' taking values 1, 2, 3, ... (n = 1, called the ground state) corresponding to the number of loops in the standing wave. Use the model described above to answer the following three questions for a particle moving in the line x = 0 to x = a. Take h = 6.6×10⁻³⁴ Js and e = 1.6×10⁻¹⁹ C. The allowed energy for the particle for a particular value of n is proportional to (A) a⁻² (B) a⁻³/² (C) a⁻¹ (D) a²",When a particle is restricted to move along x axis between x and x a where a is of nanometer dimension its energy can take only certain specific values The allowed energies of the particle moving in such a restricted region correspond to the formation of standing waves with nodes at its ends x and x a The wavelength of this standing wave is related to the linear momentum p of the particle according to the de Broglie relation The energy of the particle of mass m is related to its linear momentum as E p 2m Thus the energy of the particle can be denoted by a quantum number n taking values n called the ground state corresponding to the number of loops in the standing wave Use the model described above to answer the following three questions for a particle moving in the line x to x a Take h Js and e C The allowed energy for the particle for a particular value of n is proportional to a a a a,physics
