Question_ID,Question_Text
2018_2_Q13,In a photoelectric experiment a parallel beam of monochromatic light with power of 200 W is incident on a perfectly absorbing cathode of work function 6.25 eV. The frequency of light is just above the threshold frequency so that the photoelectrons are emitted with negligible kinetic energy. Assume that the photoelectron emission efficiency is 100%. A potential difference of 500 V is applied between the cathode and the anode. All the emitted electrons are incident normally on the anode and are absorbed. The anode experiences a force F = n × 10-4N due to the impact of the electrons. The value of n is _______. Mass of the electron me = 9 × 10-31kg and 1.0 eV = 1.6 × 10-19 J.
2018_2_Q14,"Consider a hydrogen-like ionized atom with atomic number Z with a single electron. In the emission spectrum of this atom, the photon emitted in the n = 2 to n = 1 transition has energy 74.8 eV higher than the photon emitted_in_the_n = 3 to n = 2 transition. The ionization energy of the hydrogen atom is 13.6 eV. The value of Z is _______."
2018_2_Q15,"The electric field E is measured at a point P(0, 0, d) generated due to various charge distributions and the dependence of E on d is found to be different for different charge distributions. List-I contains different relations between E and d. List-II describes different electric charge distributions, along with their locations. Match the functions in List-I with the related charge distributions in List-II. LIST-I P. E is independent of d Q. E ∝ 1/d R. E ∝ 1/d2 S. E ∝ 1/d3 LIST-II 1. A point charge Q at the origin 2. A small dipole with point charges Q at (0, 0, l) and – Q at (0,0,-l). Take 2l << d 3. An infinite line charge coincident with the x-axis, with uniform linear charge density λ 4. Two infinite wires carrying uniform linear charge density parallel to the x- axis. The one along (y = 0, z = l) has a charge density +λ and the one along (y = 0, z = −l) has a charge density – λ. Take 2l << d 5. Infinite plane charge coincident with the xy-plane with uniform surface charge density (A) P→5; Q → 3, 4; R → 1; S-2 (B) P→5; Q → 3; R→1, 4; S→2 (C) P→5; Q→3; R→1,2; S→4 (D) P→4; Q → 2, 3; R → 1; S-5"
2018_2_Q16,"A planet of mass M, has two natural satellites with masses m1 and m2. The radii of their circular orbits are R1 and R2 respectively. Ignore the gravitational force between the satellites. Define v1, L1, K1 and T1 to be, respectively, the orbital speed, angular momentum, kinetic energy and time period of revolution of satellite 1; and V2, L2, K2 and T2 to be the corresponding quantities of satellite 2. Given m1/m2 = 2 and R1/R2 = 1/4, match the ratios in List-I to the numbers in List-II. LIST-I P. v1/v2 Q. L1/L2 R. K1/K2 S. T1/T2 LIST-II 1. 1/8 2. 1 3. 2 4. 8 (A) P→4; Q → 2; R → 1;S → 3 (B) P→3; Q → 2; R → 4;S → 1 (C) P → 2; Q → 3; R → 1; S → 4 (D) P→2; Q → 3; R → 4; S → 1"
2018_2_Q17,"One mole of a monatomic ideal gas undergoes four thermodynamic processes as shown schematically in the PV-diagram below. Among these four processes, one is isobaric, one is isochoric, one is isothermal and one is adiabatic. Match the processes mentioned in List-1 with the corresponding statements in List-II. LIST-I P. In process I Q. In process II R. In process III S. In process IV LIST-II 1. Work done by the gas is zero 2. Temperature of the gas remains unchanged 3. No heat is exchanged between the gas and its surroundings 4. Work done by the gas is 6P0V0 (A) P→4; Q → 3; R → 1;S → 2 (B) P→1; Q → 3; R → 2; S → 4 (C) P→3; Q → 4; R → 1; S → 2 (D) P→3; Q → 4; R → 2;S → 1"
2018_2_Q18,"In the List-I below, four different paths of a particle are given as functions of time. In these functions, α and β are positive constants of appropriate dimensions and α ≠ β. In each case, the force acting on the particle is either zero or conservative. In List-II, five physical quantities of the particle are mentioned: p is the linear momentum, L is the angular momentum about the origin, K is the kinetic energy, U is the potential energy and E is the total energy. Match each path in List-I with those quantities in List-II, which are conserved for that path. LIST-I P. r(t) = at î + βt ĵ Q. r(t) = α cos ωt î + β sin ωt ĵ R. r(t) = α (cos ωt î + sin ωt ĵ) S. r(t) = at î + (1/2)t²ĵ LIST-II 1. p 2. L 3. K 4. U 5. E (A) P → 1, 2, 3, 4, 5; Q → 2,5; R → 2, 3, 4, 5; S → 5 (B) P → 1, 2, 3, 4, 5; Q → 3, 5; R → 2, 3, 4, 5; S → 2,5 (C) P → 2, 3, 4; Q-5; R → 1, 2, 4; S→ 2,5 (D) P → 1, 2, 3, 5; Q→ 2,5; R→2, 3, 4, 5; S → 2,5"
2018_2_Q19,The correct option(s) regarding the complex [Co(en)(NH3)3(H2O)]3+ (en = H2NCH2CH2NH2) is (are) (A) It has two geometrical isomers (B) It will have three geometrical isomers if bidentate ‘en' is replaced by two cyanide ligands (C) It is paramagnetic (D) It absorbs light at longer wavelength as compared to [Co(en)(NH3)4]3+
2018_2_Q20,The correct option(s) to distinguish nitrate salts of Mn2+ and Cu2+ taken separately is (are) (A) Mn2+ shows the characteristic green colour in the flame test (B) Only Cu2+ shows the formation of precipitate by passing H2S in acidic medium (C) Only Mn2+ shows the formation of precipitate by passing H2S in faintly basic medium (D) Cu2+/Cu has higher reduction potential than Mn2+/Mn (measured under similar conditions)
2018_2_Q21,"Aniline reacts with mixed acid (conc. HNO3 and conc. H2SO4) at 288 K to give P (51%), Q (47%) and R (2%). The major product(s) of the following reaction sequence is (are) (A) (B) (C) (D)"
2018_2_Q22,The Fischer presentation of D-glucose is given below. D-glucose The correct structure(s) of β-L-glucopyranose is (are) (A) (B) (C) (D)
2018_2_Q23,"For a first order reaction A(g) → 2B(g) + C(g) at constant volume and 300 K, the total pressure at the beginning (t = 0) and at time t are P0 and Pt, respectively. Initially, only A is present with concentration [A]0, and t1/3 is the time required for the partial pressure of A to reach 1/3rd of its initial value. The correct option(s) is (are) (Assume that all these gases behave as ideal gases) (A) (B) (C) (D)"
2018_2_Q24,"For a reaction, A ⇌ P, the plots of [A] and [P] with time at temperatures T1 and T2 are given below. If T2 > T1, the correct statement(s) is (are) (Assume ∆H⁰ and ∆S⁰ are independent of temperature and ratio of lnK at T1 to lnK at T2 is greater than T2/T1. Here H, S, G and K are enthalpy, entropy, Gibbs energy and equilibrium constant, respectively.) (A) ∆H⁰ < 0, ∆S⁰ < 0 (B) ∆G⁰ < 0, ∆H⁰ > 0 (C) ∆G⁰ < 0, ∆S⁰ < 0 (D) ∆G⁰ < 0, ∆S⁰ > 0"
2018_2_Q25,"The total number of compounds having at least one bridging oxo group among the molecules given below is _______. N2O3, N2O5, P4O6, P4O7, H4P2O5, H5P3O10, H2S2O3, H2S2O5"
2018_2_Q26,"Galena (an ore) is partially oxidized by passing air through it at high temperature. After some time, the passage of air is stopped, but the heating is continued in a closed furnace such that the contents undergo self-reduction. The weight (in kg) of Pb produced per kg of O2 consumed is _______. (Atomic weights in g mol¯¹: O = 16, S = 32, Pb = 207)"
2018_2_Q27,"To measure the quantity of MnCl2 dissolved in an aqueous solution, it was completely converted to KMnO4 using the reaction, MnCl2 + K2S2O8 + H2O → KMnO4 + H2SO4 + HCl (equation not balanced). Few drops of concentrated HCl were added to this solution and gently warmed. Further, oxalic acid (225 mg) was added in portions till the colour of the permanganate ion disappeared. The quantity of MnCl2 (in mg) present in the initial solution is _______. (Atomic weights in g mol¯¹: Mn = 55, Cl = 35.5)"
2018_2_Q28,"For the given compound X, the total number of optically active stereoisomers is _______."
2018_2_Q29,"In the following reaction sequence, the amount of D (in g) formed from 10 moles of acetophenone is _______. (Atomic weights in g mol-1: H = 1, C = 12, N = 14, O = 16, Br = 80. The yield (%) corresponding to the product in each step is given in the parenthesis)"
2018_2_Q30,"The surface of copper gets tarnished by the formation of copper oxide. N2 gas was passed to prevent the oxide formation during heating of copper at 1250 K. However, the N2 gas contains 1 mole % of water vapour as impurity. The water vapour oxidises copper as per the reaction given below: 2Cu(s) + H2O(g) → Cu2O(s) + H2(g) PH₂ is the minimum partial pressure of H2 (in bar) needed to prevent the oxidation at 1250 K. The value of ln(pH₂) is _______. (Given: total pressure = 1 bar, R (universal gas constant) = 8 J K¯¹ mol¯¹, ln(10) = 2.3. Cu(s) and Cu2O(s) are mutually immiscible. At 1250 K: 2Cu(s) + ½ O2(g) → Cu2O(s); ∆G⁰ = − 78,000 J mol-1 H2(g) + 1/2 O2(g) → H2O(g); ∆G⁰ = − 1,78,000 J mol¯¹; G is the Gibbs energy)"
2018_2_Q31,"Consider the following reversible reaction, A(g) + B(g) ⇌ AB(g). The activation energy of the backward reaction exceeds that of the forward reaction by 2RT (in J mol¯¹). If the pre-exponential factor of the forward reaction is 4 times that of the reverse reaction, the absolute value of ∆G⁰ (in J mol¯¹) for the reaction at 300 K is _______. (Given; ln(2) = 0.7, RT = 2500 J mol¯¹ at 300 K and G is the Gibbs energy)"
2018_2_Q32,"Consider an electrochemical cell: A(s) | An+ (aq, 2 M) || B2n+ (aq, 1 M) | B(s). The value of ∆Hº for the cell reaction is twice that of ∆Gº at 300 K. If the emf of the cell is zero, the ∆Sº (in J K¯¹ mol¯¹) of the cell reaction per mole of B formed at 300 K is _______. (Given: ln(2) = 0.7, R (universal gas constant) = 8.3 J K¯¹ mol¯¹. H, S and G are enthalpy, entropy and Gibbs energy, respectively.)"
2018_2_Q33,"Match each set of hybrid orbitals from LIST-I with complex(es) given in LIST-II. LIST-I P. dsp² Q. sp³ R. sp³d2 S. d2sp³ LIST-II 1. [FeF6]4- 2. [Ti(H2O)3Cl3] 3. [Cr(NH3)6]3+ 4. [FeCl4]2- 5. Ni(CO)4 6. [Ni(CN)4]2- The correct option is (A) P→5; Q → 4,6; R → 2,3; S → 1 (B) P → 5,6; Q → 4; R → 3; S → 1,2 (C) P→6; Q → 4,5; R → 1; S → 2,3 (D) P → 4,6; Q → 5,6; R → 1,2; S → 3"
2018_2_Q34,"The desired product X can be prepared by reacting the major product of the reactions in LIST-I with one or more appropriate reagents in LIST-II. (given, order of migratory aptitude: aryl > alkyl > hydrogen) LIST-I P. [structure] + H2SO4 Q. [structure] + HNO2 R. [structure] + H2SO4 S. [structure] + AgNO3 LIST-II 1. I2, NaOH 2. [Ag(NH3)2]OH 3. Fehling solution 4. HCHO, NaOH 5. NaOBr The correct option is (A) P→1; Q → 2,3; R → 1,4; S → 2,4 (B) P → 1,5; Q → 3,4; R → 4,5; S → 3 (C) P → 1,5; Q → 3,4; R → 5; S→ 2,4 (D) P → 1,5; Q → 2,3; R → 1,5; S → 2,3"
2018_2_Q35,"LIST-I contains reactions and LIST-II contains major products. LIST-I P. XONa + Br Q. XOMe + HBr R. XBr + NaOMe S. XONa + MeBr LIST-II 1. XOH 2. XBr 3. XOMe 4. [structure] 5. [structure] Match each reaction in LIST-I with one or more products in LIST-II and choose the correct option. (A) P → 1,5; Q → 2; R → 3; S → 4 (B) P → 1,4; Q → 2; R → 4; S → 3 (C) P → 1,4; Q → 1,2; R → 3,4; S → 4 (D) P → 4,5; Q → 4; R → 4; S→3,4"
2018_2_Q36,"Dilution processes of different aqueous solutions, with water, are given in LIST-I. The effects of dilution of the solutions on [H+] are given in LIST-II. (Note: Degree of dissociation (α) of weak acid and weak base is << 1; degree of hydrolysis of salt <<1; [H+] represents the concentration of H+ ions) LIST-I P. (10 mL of 0.1 M NaOH + 20 mL of 0.1 M acetic acid) diluted to 60 mL Q. (20 mL of 0.1 M NaOH + 20 mL of 0.1 M acetic acid) diluted to 80 mL R. (20 mL of 0.1 M HCl + 20 mL of 0.1 M ammonia solution) diluted to 80 mL S. 10 mL saturated solution of Ni(OH)2 in equilibrium with excess solid Ni(OH)2 is diluted to 20 mL (solid Ni(OH)2 is still present after dilution). LIST-II 1. the value of [H+] does not change on dilution 2. the value of [H+] changes to half of its initial value on dilution 3. the value of [H+] changes to two times of its initial value on dilution 4. the value of [H+] changes to 1/√2 times of its initial value on dilution 5. the value of [H+] changes to √2 times of its initial value on dilution Match each process given in LIST-I with one or more effect(s) in LIST-II. The correct option is (A) P → 4; Q → 2; R → 3; S → 1 (B) P → 4; Q → 3; R → 2; S →3 (C) P → 1; Q → 4; R → 5; S→3 (D) P → 1; Q → 5; R → 4; S → 1"
2018_2_Q37,"For any positive integer n, define fn: (0, ∞) → R as fn(x) = ∑nj=1 tan⁻¹ (1 / (1+(x+j)(x+j-1))) for all x ∈ (0,∞). (Here, the inverse trigonometric function tan⁻¹x assumes values in (-π/2, π/2).) Then, which of the following statement(s) is (are) TRUE? (A) ∑nj=1 tan² (f j (0)) = 55 (B) ∑nj=1(1 + fj' (0)) sec² (f j (0)) = 10 (C) For any fixed positive integer n, lim x→∞ tan (fn(x)) = 1/n (D) For any fixed positive integer n, lim x→∞ sec²(fn(x)) = 1"
2018_2_Q38,"Let T be the line passing through the points P(−2, 7) and Q(2, −5). Let F₁ be the set of all pairs of circles (S1, S2) such that T is tangent to S₁ at P and tangent to S2 at Q, and also such that S₁ and S2 touch each other at a point, say, M. Let E₁ be the set representing the locus of M as the pair (S1, S2) varies in F₁. Let the set of all straight line segments joining a pair of distinct points of E₁ and passing through the point R(1, 1) be F2. Let E2 be the set of the mid-points of the line segments in the set F2. Then, which of the following statement(s) is (are) TRUE? (A) The point (−2, 7) lies in E₁ (B) The point (5/2, 2) does NOT lie in E2 (C) The point (1/2, 1) lies in E2 (D) The point (0, 3/2) does NOT lie in E₁"
